Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2049","STM1922",,"P0AF06","Escherichia coli","motB","Flagellar motor rotation protein MotB","the h(+)- or na(+)-translocating bacterial flagellar motor/exbbd outer membrane transport energizer (mot/exb) superfamily.","1.A.30.1.1","15919996;16738553;1719217;2002011;2061285;2447650;3007435;6090403;7643400;9097040;9278503",100,100,90,"1e-160"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3860","STM3630",,"c4361","Escherichia coli CFT073","dppA","Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2) @ Dipeptide chemoreceptor",,"Virulence","17074858",100,100,93,"1e-305"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.374","STM0350",,"NP_459345.2","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","mdsC","Multidrug efflux system, outer membrane factor lipoprotein of OprM/OprM family",,"efflux pump conferring antibiotic resistance",,100,100,100,"1e-276"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.873","STM0836",,"P75788","Escherichia coli (strain K12)","ybiR","Inner membrane protein YbiR, putative anion permease","the arsenite-antimonite (arsb) efflux family.","2.A.45.2.5","15919996;16738553;8905232;9278503",98,98,83,"1e-180"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2989","STM2815",,"P0AEJ0","Escherichia coli","emrB","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","the major facilitator superfamily (mfs).","2.A.1.3.2","1409590;15919996;16738553;9205837;9278503",100,100,95,"1e-290"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1166","STM1095",,"SL1344_1034","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","copS","Putative two component system histidine kinase YedV",,"Virulence","16518469",100,100,100,"1e-257"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2269","STM2137",,"16765466","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","STM2137","Uncharacterized protein STM2137",,"","16518469",100,100,100,"1e-207"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3538","STM3318",,"P0ADV1","Escherichia coli (strain K12)","yhbN","Lipopolysaccharide export system protein LptA","the outer membrane lipopolysaccharide export porin (lps-ep) family.","1.B.42.1.2","15919996;16738553;18375759;7610040;9278503",100,100,91,"4e-93"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1064","STM1002",,"16764362","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","STM1002","Diaminopropionate ammonia-lyase (EC 4.3.1.15)",,"","16518469",100,100,100,"1e-241"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1853","STM1746",,"P06202","Salmonella typhimurium","oppA","Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)","the atp-binding cassette (abc) superfamily.","3.A.1.5.1","10422831;10438628;11677609;16738553;1738314;2821267;3525163;3926486;8202710;8747465;9097039;9278503;9495761",100,93,100,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4391","STM4154",,"P0A8T7","Escherichia coli (strain K12)","rpoC","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)","Rifabutin;Rifampicin","Drug target",,100,100,98,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4652","STM4400",,"P39314","Escherichia coli (strain K12)","ytfF","Inner membrane protein YtfF","the drug/metabolite transporter (dmt) superfamily.","2.A.7.3.19",,97,97,83,"1e-152"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1858","STM1752",,"S1322","Shigella flexneri 2a str. 2457T","galU","UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)",,"Cell-to-cell spread,Invasion,Adhesion","7528731;11854195",100,100,97,"1e-168"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.730","STM0698",,"162420967","Yersinia pestis Angola","pgm","Phosphoglucomutase (EC 5.4.2.2)",,"","12009274",99,99,82,"1e-268"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3054","STM2882",,"16766188","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sipA","Type III secretion injected virulence protein (YopE)",,"","19046340",100,100,100,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4380","STM4138",,"P06709","Escherichia coli (strain K12)","birA","Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)","BIOTINOL-5-AMP","Drug target",,99,100,91,"1e-167"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3625","STM3407",,"P23882","Escherichia coli (strain K12)","fmt","Methionyl-tRNA formyltransferase (EC 2.1.2.9)","N-Formylmethionine","Drug target",,99,99,92,"1e-167"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1618","STM1527",,"B2N0W4","Escherichia coli 53638",,"UPF0187 protein YneE","the anion channel-forming bestrophin (bestrophin) family.","1.A.46.2.6",,95,97,84,"1e-150"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.223","STM0205",,"I7MT28","Yersinia pestis PY-02","yadS","UPF0126 inner membrane protein YadS","the homotrimeric cation channel (tric) family.","1.A.62.2.2",,98,96,88,"2e-98"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1951","STM1843",,"P76269","Escherichia coli",,"Uncharacterized transporter YebQ, major facilitator superfamily (MFS)","the major facilitator superfamily (mfs).","2.A.1.3.17","16738553;9097040;9278503",99,99,90,"1e-235"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2579","STM2432",,"P08839","Escherichia coli","ptsI","Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","the phosphotransferase system enzyme i (ei) family.","8.A.7.1.1","10048929;16738553;17053069;2411636;2457575;2960675;3290198;7876255;8805571;9054557;9205837;9278503;9298646;9541412",100,100,97,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1955","STM1847",,"P76270","Escherichia coli (strain K12)","msrC","Free methionine-(R)-sulfoxide reductase, contains GAF domain","2-(N-Morpholino)-Ethanesulfonic Acid","Drug target",,100,85,84,"9e-76"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3872","STM3642",,"P05100","Escherichia coli (strain K12)","tag","DNA-3-methyladenine glycosylase (EC 3.2.2.20)","3-Methyladenine","Drug target",,99,96,85,"3e-94"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2713","STM2560",,"P39276","Escherichia coli (strain K12)","yjdL","Di-tripeptide/H+ symporter DtpC","the proton-dependent oligopeptide transporter (pot/ptr) family.","2.A.17.1.5","15919996;16738553;19703419;7610040;9278503",95,95,83,"1e-226"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2150","STM2022",,"Q05595","Salmonella typhimurium","cbiN","Cobalt ECF transporter, additional substrate-binding protein CbiN","the atp-binding cassette (abc) superfamily.","3.A.1.23.6","11677609;8501034",100,100,100,"1e-47"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2151","STM2023",,"Q05594","Salmonella typhimurium","cbiM","Cobalt ECF transporter, substrate-binding protein CbiM","the atp-binding cassette (abc) superfamily.","3.A.1.23.6","11677609;8501034",100,100,100,"1e-138"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4836","STM4567",,"P0A6L0","Escherichia coli (strain K12)","deoC","Deoxyribose-phosphate aldolase (EC 4.1.2.4)","Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate","Drug target",,100,95,96,"1e-139"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4806","STM4536",,"V7IFY8","Salmonella enterica subsp. enterica serovar Cubana str. 76814",,"PTS system, fructoselysine/glucoselysine-specific IIB component","the pts mannose-fructose-sorbose (man) family.","4.A.6.1.19",,100,100,100,"3e-80"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3054","STM2882",,"VFG000543","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sipA/sspA","Type III secretion injected virulence protein (YopE)",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.404","STM0376",,"P0AFY6","Escherichia coli","sbmA","SbmA protein","the peptide uptake permease (pup) family.","9.A.18.1.1","15919996;16738553;3543211;9278503",99,99,92,"1e-224"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1569","STM1482",,"SL1344_1412","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","ydgF","Spermidine export protein MdtJ",,"Virulence","16518469",100,100,100,"4e-60"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1908","STM1801",,"P76007","Escherichia coli (strain K12)","ycgO","K(+)/H(+) antiporter NhaP2","the monovalent cation:proton antiporter-1 (cpa1) family.","2.A.36.6.11",,99,100,92,"1e-310"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4390","STM4153",,"P0A8V2","Escherichia coli (strain K12)","rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Rifabutin;Rifampicin;Rifaximin;Rifalazil","Drug target",,100,100,98,"0.0"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3955","STM3722",,"16767007","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","rfaG","UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG",,"","17526851",100,100,100,"1e-222"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2325","STM2189",,"15802705","Escherichia coli O157:H7 str. EDL933","mglA","Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)",,"","15731074",98,98,96,"1e-280"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4198","STM3957",,"P0A921","Escherichia coli (strain K12)","pldA","Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A","1-Hexadecanosulfonyl-O-L-Serine","Drug target",,97,97,93,"1e-163"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3905","STM3673",,"P37676","Escherichia coli","yiaO","2,3-diketo-L-gulonate-binding periplasmic protein yiaO precursor","the tripartite atp-independent periplasmic transporter (trap-t) family.","2.A.56.1.2","14668138;15870475;15919996;16385129;16397293;16738553;8041620;9278503",97,97,89,"1e-164"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1865","STM1761",,"P11350","Escherichia coli","narI","Respiratory nitrate reductase gamma chain (EC 1.7.99.4)","the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.","5.A.3.1.1","12910261;1321049;14725769;15919996;16286471;16540088;16738553;20236317;2233673;2668029;2674654;2832376;2995309;3053688;3308846;6094247;8383531;8388253;8664273;8905232;9278503;9516445;9585550;9632249",100,100,92,"1e-122"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.810","STM0776",,"SEN0721","Salmonella enterica subsp. enterica serovar Enteritidis str. P125109","galE","UDP-glucose 4-epimerase (EC 5.1.3.2)",,"Virulence","19577637",100,100,100,"1e-201"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4253","STM4016",,"P76773","Escherichia coli","yshA","Sulpholipid porin","the oligogalacturonate-specific porin (kdgm) family.","1.B.35.2.2","11080145;12660153;16738553;8346018;9278503",96,96,90,"1e-121"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2259","STM2126",,"P76397","Escherichia coli (strain K12)",,"Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA","the membrane fusion protein (mfp) family.","8.A.1.6.2","12107133;12107134;16738553;9097040;9278503",90,91,85,"1e-181"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.701","STM0663",,"P0AER5","Escherichia coli","gltK","Glutamate/aspartate ABC transporter, permease protein GltK (TC 3.A.1.3.4)","the atp-binding cassette (abc) superfamily.","3.A.1.3.4","10493123;1091635;1091636;15919996;16738553;8905232;9278503",99,99,95,"1e-116"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3662","STM3445",,"TTDNC00628",,"tufA","Translation elongation factor Tu",,"",,100,100,99,"1e-230"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4507","STM4260",,"SL1344_4196","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","siiD","Putative type-I secretion protein",,"Virulence","16518469",100,100,100,"1e-237"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4199","STM3958",,"P15043","Escherichia coli (strain K12)","recQ","ATP-dependent DNA helicase RecQ","Phosphothiophosphoric Acid-Adenylate Ester","Drug target",,99,98,94,"0.0"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2142","STM2013",,"AML99881.1","Salmonella enterica subsp. enterica serovar Typhimurium","mdtK","Uncharacterized transporter YeeO",,"efflux pump conferring antibiotic resistance",,99,93,99,"1e-274"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2325","STM2189",,"Z3404","Escherichia coli O157:H7 str. EDL933","mglA","Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)",,"Virulence","15731074",98,98,96,"1e-280"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4519","STM4271",,"E7UC95","Escherichia coli WV_060327",,"Holin-like protein CidA","the cida/lrga holin (cida/lrga holin) family.","1.E.14.1.9",,99,99,85,"3e-61"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1945","STM1837",,"15802236","Escherichia coli O157:H7 str. EDL933","cspC","Cold shock protein of CSP family => CspC (naming convention as in E.coli)",,"","15528651",100,100,100,"2e-33"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2540","STM2395",,"P06185","Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)","pgtE","Protease VII (Omptin) precursor (EC 3.4.23.49) @ Outer membrane protease PgtE","the outer membrane beta-barrel endoprotease, omptin (omptin) family.","9.B.50.1.3",,100,100,100,"1e-188"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3786","STM3562",,"P22729","Escherichia coli","livM","Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)","the atp-binding cassette (abc) superfamily.","3.A.1.4.1","15919996;16738553;2195019;2649682;2649683;3009409;328304;3891753;4077929;6990419;8041620;9278503;9298646",100,100,94,"1e-233"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4045","STM3801",,"P08555","Escherichia coli (strain K12)","dsdX","D-serine permease DsdX","the gluconate:h(+) symporter (gntp) family.","2.A.8.1.5","12218016;15919996;1659648;16738553;3029015;3275618;7592420;9205837;9278503",100,100,93,"1e-237"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3365","STM3159",,"P0ABU7","Escherichia coli (strain K12)","exbB","TonB-ExbBD energy transducing system, ExbB subunit","the h(+)- or na(+)-translocating bacterial flagellar motor/exbbd outer membrane transport energizer (mot/exb) superfamily.","1.A.30.2.1","15919996;1644779;16738553;2670903;8449962;9278503",100,100,89,"1e-118"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.851","STM0816",,"C6EIY9","Escherichia coli (strain B / BL21-DE3)","ybhS","ABC-type efflux pump permease component YbhS","the atp-binding cassette (abc) superfamily.","3.A.1.105.15",,98,98,94,"1e-197"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2259","STM2126",,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,90,91,85,"1e-181"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3665","STM3448",,"P0A7S3","Escherichia coli (strain K12)","rpsL","SSU ribosomal protein S12p (S23e)","Framycetin;Amikacin;Tigecycline;Tobramycin;Gentamicin;Spectinomycin;Netilmicin;Neomycin;Streptomycin;Kanamycin;Ribostamycin;GENTAMICIN C1A;Arbekacin","Drug target",,100,100,100,"5e-67"
